respondent_id,loan_amount_000s,state_abbr,year
549300CEHN5CVC6INV48,186904,OH,2017
549300CEHN5CVC6INV48,120737,OH,2017
549300CEHN5CVC6INV48,1670113,OH,2017
549300CEHN5CVC6INV48,784007,OH,2017
549300CEHN5CVC6INV48,816713,OH,2017
549300CEHN5CVC6INV48,454361,OH,2017
549300CEHN5CVC6INV48,1228739,OH,2017
549300CEHN5CVC6INV48,1422854,OH,2017
549300CEHN5CVC6INV48,1078039,OH,2017
549300CEHN5CVC6INV48,147883,OH,2017
549300CEHN5CVC6INV48,1910862,OH,2017
549300CEHN5CVC6INV48,1139442,OH,2017
549300CEHN5CVC6INV48,186107,OH,2017
549300CEHN5CVC6INV48,949792,OH,2017
549300CEHN5CVC6INV48,1855747,OH,2017
549300CEHN5CVC6INV48,1944789,OH,2017
549300CEHN5CVC6INV48,1561132,OH,2017
549300CEHN5CVC6INV48,1700121,OH,2017
549300CEHN5CVC6INV48,1558090,OH,2017
549300CEHN5CVC6INV48,636660,OH,2017
549300CEHN5CVC6INV48,497636,OH,2017
549300CEHN5CVC6INV48,1734943,OH,2017
549300CEHN5CVC6INV48,1359508,OH,2017
549300CEHN5CVC6INV48,858915,OH,2017
549300CEHN5CVC6INV48,883308,OH,2017
549300CEHN5CVC6INV48,1286660,OH,2017
549300CEHN5CVC6INV48,1420116,OH,2017
549300CEHN5CVC6INV48,1654408,OH,2017
549300CEHN5CVC6INV48,1414638,OH,2017
549300CEHN5CVC6INV48,109359,OH,2017
549300CEHN5CVC6INV48,478516,OH,2017
549300CEHN5CVC6INV48,1323907,OH,2017
549300CEHN5CVC6INV48,1294775,OH,2017
549300CEHN5CVC6INV48,602479,OH,2017
549300CEHN5CVC6INV48,201261,OH,2017
549300CEHN5CVC6INV48,1972245,OH,2017
549300CEHN5CVC6INV48,441845,OH,2017
549300CEHN5CVC6INV48,1419472,OH,2017
549300CEHN5CVC6INV48,208101,OH,2017
549300CEHN5CVC6INV48,1359689,OH,2017
549300CEHN5CVC6INV48,1613123,OH,2017
549300CEHN5CVC6INV48,412768,OH,2017
549300CEHN5CVC6INV48,1893119,OH,2017
549300CEHN5CVC6INV48,926565,OH,2017
549300CEHN5CVC6INV48,1766654,OH,2017
549300CEHN5CVC6INV48,1910688,OH,2017
549300CEHN5CVC6INV48,1334801,OH,2017
549300CEHN5CVC6INV48,333138,OH,2017
549300CEHN5CVC6INV48,1473476,OH,2017
549300CEHN5CVC6INV48,1797698,OH,2017
549300CEHN5CVC6INV48,1239504,OH,2017
549300CEHN5CVC6INV48,1754621,OH,2017
549300CEHN5CVC6INV48,1232931,OH,2017
549300CEHN5CVC6INV48,1772802,OH,2017
549300CEHN5CVC6INV48,1590474,OH,2017
549300CEHN5CVC6INV48,952941,OH,2017
549300CEHN5CVC6INV48,317456,OH,2017
549300CEHN5CVC6INV48,1617543,OH,2017
549300CEHN5CVC6INV48,124777,OH,2017
549300CEHN5CVC6INV48,638112,OH,2017
549300CEHN5CVC6INV48,1408554,OH,2017
549300CEHN5CVC6INV48,495634,OH,2017
549300CEHN5CVC6INV48,506059,OH,2017
549300CEHN5CVC6INV48,440922,OH,2017
549300CEHN5CVC6INV48,398367,OH,2017
549300CEHN5CVC6INV48,1138359,OH,2017
549300CEHN5CVC6INV48,1924443,OH,2017
549300CEHN5CVC6INV48,423714,OH,2017
549300CEHN5CVC6INV48,892953,OH,2017
549300CEHN5CVC6INV48,581378,OH,2017
549300CEHN5CVC6INV48,550110,OH,2017
549300CEHN5CVC6INV48,961091,OH,2017
549300CEHN5CVC6INV48,1245566,OH,2017
549300CEHN5CVC6INV48,884507,OH,2017
549300CEHN5CVC6INV48,208483,OH,2017
549300CEHN5CVC6INV48,483570,OH,2017
549300CEHN5CVC6INV48,1162830,OH,2017
549300CEHN5CVC6INV48,938371,OH,2017
549300CEHN5CVC6INV48,1631028,OH,2017
549300CEHN5CVC6INV48,1185649,OH,2017
549300CEHN5CVC6INV48,872658,OH,2017
549300CEHN5CVC6INV48,1383483,OH,2017
549300CEHN5CVC6INV48,1040814,OH,2017
549300CEHN5CVC6INV48,918217,OH,2017
549300CEHN5CVC6INV48,1213146,OH,2017
549300CEHN5CVC6INV48,1229153,OH,2017
549300CEHN5CVC6INV48,549572,OH,2017
549300CEHN5CVC6INV48,516522,OH,2017
549300CEHN5CVC6INV48,1709814,OH,2017
549300CEHN5CVC6INV48,1000139,OH,2017
549300CEHN5CVC6INV48,440840,OH,2017
549300CEHN5CVC6INV48,1896107,OH,2017
549300CEHN5CVC6INV48,344482,OH,2017
549300CEHN5CVC6INV48,965360,OH,2017
549300CEHN5CVC6INV48,179904,OH,2017
549300CEHN5CVC6INV48,432982,OH,2017
549300CEHN5CVC6INV48,1575712,OH,2017
549300CEHN5CVC6INV48,451014,OH,2017
549300CEHN5CVC6INV48,468915,OH,2017
549300CEHN5CVC6INV48,1645390,OH,2017
549300CEHN5CVC6INV48,474314,OH,2017
549300CEHN5CVC6INV48,474131,OH,2017
549300CEHN5CVC6INV48,478040,OH,2017
549300CEHN5CVC6INV48,1773660,OH,2017
549300CEHN5CVC6INV48,1503368,OH,2017
549300CEHN5CVC6INV48,869613,OH,2017
549300CEHN5CVC6INV48,1392574,OH,2017
549300CEHN5CVC6INV48,452893,OH,2017
549300CEHN5CVC6INV48,1313186,OH,2017
549300CEHN5CVC6INV48,632574,OH,2017
549300CEHN5CVC6INV48,1520514,OH,2017
549300CEHN5CVC6INV48,1777163,OH,2017
549300CEHN5CVC6INV48,1278893,OH,2017
549300CEHN5CVC6INV48,884240,OH,2017
549300CEHN5CVC6INV48,1036232,OH,2017
549300CEHN5CVC6INV48,1162216,OH,2017
549300CEHN5CVC6INV48,538879,OH,2017
549300CEHN5CVC6INV48,1152488,OH,2017
549300CEHN5CVC6INV48,281658,OH,2017
549300CEHN5CVC6INV48,1170328,OH,2017
549300CEHN5CVC6INV48,1926996,OH,2017
549300CEHN5CVC6INV48,1994723,OH,2017
549300CEHN5CVC6INV48,582284,OH,2017
549300CEHN5CVC6INV48,1680861,OH,2017
549300CEHN5CVC6INV48,1594798,OH,2017
549300CEHN5CVC6INV48,1033124,OH,2017
549300CEHN5CVC6INV48,337507,OH,2017
549300CEHN5CVC6INV48,1218957,OH,2017
549300CEHN5CVC6INV48,416412,OH,2017
549300CEHN5CVC6INV48,1913078,OH,2017
549300CEHN5CVC6INV48,1479789,OH,2017
549300CEHN5CVC6INV48,954905,OH,2017
549300CEHN5CVC6INV48,191757,OH,2017
549300CEHN5CVC6INV48,727531,OH,2017
549300CEHN5CVC6INV48,1147224,OH,2017
549300CEHN5CVC6INV48,1322160,OH,2017
549300CEHN5CVC6INV48,1037112,OH,2017
549300CEHN5CVC6INV48,1088061,OH,2017
549300CEHN5CVC6INV48,1765173,OH,2017
549300CEHN5CVC6INV48,461582,OH,2017
549300CEHN5CVC6INV48,739001,OH,2017
549300CEHN5CVC6INV48,470128,OH,2017
549300CEHN5CVC6INV48,772700,OH,2017
549300CEHN5CVC6INV48,101913,OH,2017
549300CEHN5CVC6INV48,1593878,OH,2017
549300CEHN5CVC6INV48,113429,OH,2017
549300CEHN5CVC6INV48,224349,OH,2017
549300CEHN5CVC6INV48,376051,OH,2017
549300CEHN5CVC6INV48,1970497,OH,2017
549300CEHN5CVC6INV48,1551880,OH,2017
549300CEHN5CVC6INV48,215616,OH,2017
549300CEHN5CVC6INV48,770948,OH,2017
549300CEHN5CVC6INV48,1973403,OH,2017
549300CEHN5CVC6INV48,1208731,OH,2017
549300CEHN5CVC6INV48,745241,OH,2017
549300CEHN5CVC6INV48,1842150,OH,2017
549300CEHN5CVC6INV48,1411189,OH,2017
549300CEHN5CVC6INV48,1191871,OH,2017
549300CEHN5CVC6INV48,174253,OH,2017
549300CEHN5CVC6INV48,1789415,OH,2017
549300CEHN5CVC6INV48,265560,OH,2017
549300CEHN5CVC6INV48,793400,OH,2017
549300CEHN5CVC6INV48,1558767,OH,2017
549300CEHN5CVC6INV48,728777,OH,2017
549300CEHN5CVC6INV48,348082,OH,2017
549300CEHN5CVC6INV48,246984,OH,2017
549300CEHN5CVC6INV48,1045590,OH,2017
549300CEHN5CVC6INV48,1492847,OH,2017
549300CEHN5CVC6INV48,1950123,OH,2017
549300CEHN5CVC6INV48,481094,OH,2017
549300CEHN5CVC6INV48,704271,OH,2017
549300CEHN5CVC6INV48,283645,OH,2017
549300CEHN5CVC6INV48,325273,OH,2017
549300CEHN5CVC6INV48,351009,OH,2017
549300CEHN5CVC6INV48,557439,OH,2017
549300CEHN5CVC6INV48,1912342,OH,2017
549300CEHN5CVC6INV48,1683916,OH,2017
549300CEHN5CVC6INV48,1009528,OH,2017
549300CEHN5CVC6INV48,1164317,OH,2017
549300CEHN5CVC6INV48,943800,OH,2017
549300CEHN5CVC6INV48,1242851,OH,2017
549300CEHN5CVC6INV48,406130,OH,2017
549300CEHN5CVC6INV48,367247,OH,2017
549300CEHN5CVC6INV48,746915,OH,2017
549300CEHN5CVC6INV48,1707914,OH,2017
549300CEHN5CVC6INV48,494956,OH,2017
549300CEHN5CVC6INV48,1465990,OH,2017
549300CEHN5CVC6INV48,767939,OH,2017
549300CEHN5CVC6INV48,1482102,OH,2017
549300CEHN5CVC6INV48,473758,OH,2017
549300CEHN5CVC6INV48,278877,OH,2017
549300CEHN5CVC6INV48,1824101,OH,2017
549300CEHN5CVC6INV48,1282423,OH,2017
549300CEHN5CVC6INV48,839883,OH,2017
549300CEHN5CVC6INV48,655040,OH,2017
549300CEHN5CVC6INV48,310536,OH,2017
549300CEHN5CVC6INV48,1220468,OH,2017
549300CEHN5CVC6INV48,1706794,OH,2017
549300CEHN5CVC6INV48,146774,OH,2017
549300CEHN5CVC6INV48,1439371,OH,2017
549300CEHN5CVC6INV48,1473605,OH,2017
549300CEHN5CVC6INV48,247069,OH,2017
549300CEHN5CVC6INV48,1606972,OH,2017
549300CEHN5CVC6INV48,1747362,OH,2017
549300CEHN5CVC6INV48,163003,OH,2017
549300CEHN5CVC6INV48,1496691,OH,2017
549300CEHN5CVC6INV48,1575801,OH,2017
549300CEHN5CVC6INV48,1323319,OH,2017
549300CEHN5CVC6INV48,1141205,OH,2017
549300CEHN5CVC6INV48,1611731,OH,2017
549300CEHN5CVC6INV48,904014,OH,2017
549300CEHN5CVC6INV48,916276,OH,2017
549300CEHN5CVC6INV48,1233493,OH,2017
549300CEHN5CVC6INV48,1187005,OH,2017
549300CEHN5CVC6INV48,1492195,OH,2017
549300CEHN5CVC6INV48,182727,OH,2017
549300CEHN5CVC6INV48,1471529,OH,2017
549300CEHN5CVC6INV48,757481,OH,2017
549300CEHN5CVC6INV48,800713,OH,2017
549300CEHN5CVC6INV48,1147447,OH,2017
549300CEHN5CVC6INV48,1893923,OH,2017
549300CEHN5CVC6INV48,759246,OH,2017
549300CEHN5CVC6INV48,1714554,OH,2017
549300CEHN5CVC6INV48,1367634,OH,2017
549300CEHN5CVC6INV48,836108,OH,2017
549300CEHN5CVC6INV48,1224099,OH,2017
549300CEHN5CVC6INV48,1920447,OH,2017
549300CEHN5CVC6INV48,213417,OH,2017
549300CEHN5CVC6INV48,1537066,OH,2017
549300CEHN5CVC6INV48,1275067,OH,2017
549300CEHN5CVC6INV48,1230695,OH,2017
549300CEHN5CVC6INV48,592967,OH,2017
549300CEHN5CVC6INV48,1284829,OH,2017
549300CEHN5CVC6INV48,143349,OH,2017
549300CEHN5CVC6INV48,1143500,OH,2017
549300CEHN5CVC6INV48,307650,OH,2017
549300CEHN5CVC6INV48,273986,OH,2017
549300CEHN5CVC6INV48,1350392,OH,2017
549300CEHN5CVC6INV48,696001,OH,2017
549300CEHN5CVC6INV48,606501,OH,2017
549300CEHN5CVC6INV48,1343368,OH,2017
549300CEHN5CVC6INV48,1350047,OH,2017
549300CEHN5CVC6INV48,478624,OH,2017
549300CEHN5CVC6INV48,1133675,OH,2017
549300CEHN5CVC6INV48,409538,OH,2017
549300CEHN5CVC6INV48,1353573,OH,2017
549300CEHN5CVC6INV48,363038,OH,2017
549300CEHN5CVC6INV48,687701,OH,2017
549300CEHN5CVC6INV48,1268638,OH,2017
549300CEHN5CVC6INV48,1590000,OH,2017
549300CEHN5CVC6INV48,1571934,OH,2017
549300CEHN5CVC6INV48,1443624,OH,2017
549300CEHN5CVC6INV48,532257,OH,2017
549300CEHN5CVC6INV48,1994609,OH,2017
549300CEHN5CVC6INV48,715792,OH,2017
549300CEHN5CVC6INV48,212931,OH,2017
549300CEHN5CVC6INV48,1752088,OH,2017
549300CEHN5CVC6INV48,431099,OH,2017
549300CEHN5CVC6INV48,444232,OH,2017
549300CEHN5CVC6INV48,1678868,OH,2017
549300CEHN5CVC6INV48,528836,OH,2017
549300CEHN5CVC6INV48,997200,OH,2017
549300CEHN5CVC6INV48,666809,OH,2017
549300CEHN5CVC6INV48,841699,OH,2017
549300CEHN5CVC6INV48,943623,OH,2017
549300CEHN5CVC6INV48,1730716,OH,2017
549300CEHN5CVC6INV48,201490,OH,2017
549300CEHN5CVC6INV48,384446,OH,2017
549300CEHN5CVC6INV48,1628861,OH,2017
549300CEHN5CVC6INV48,707985,OH,2017
549300CEHN5CVC6INV48,676801,OH,2017
549300CEHN5CVC6INV48,1910578,OH,2017
549300CEHN5CVC6INV48,285617,OH,2017
549300CEHN5CVC6INV48,1267581,OH,2017
549300CEHN5CVC6INV48,1693853,OH,2017
549300CEHN5CVC6INV48,1282210,OH,2017
549300CEHN5CVC6INV48,777957,OH,2017
549300CEHN5CVC6INV48,256556,OH,2017
549300CEHN5CVC6INV48,1120460,OH,2017
549300CEHN5CVC6INV48,1358357,OH,2017
549300CEHN5CVC6INV48,1063906,OH,2017
549300CEHN5CVC6INV48,193807,OH,2017
549300CEHN5CVC6INV48,1662715,OH,2017
549300CEHN5CVC6INV48,1684469,OH,2017
549300CEHN5CVC6INV48,1537223,OH,2017
549300CEHN5CVC6INV48,1869419,OH,2017
549300CEHN5CVC6INV48,1242422,OH,2017
549300CEHN5CVC6INV48,1537086,OH,2017
549300CEHN5CVC6INV48,292145,OH,2017
549300CEHN5CVC6INV48,1270118,OH,2017
549300CEHN5CVC6INV48,723559,OH,2017
549300CEHN5CVC6INV48,333746,OH,2017
549300CEHN5CVC6INV48,1518076,OH,2017
549300CEHN5CVC6INV48,1433291,OH,2017
549300CEHN5CVC6INV48,1837137,OH,2017
549300CEHN5CVC6INV48,178633,OH,2017
549300CEHN5CVC6INV48,1236733,OH,2017
549300CEHN5CVC6INV48,621390,OH,2017
549300CEHN5CVC6INV48,1625141,OH,2017
549300CEHN5CVC6INV48,882537,OH,2017
549300CEHN5CVC6INV48,931321,OH,2017
549300CEHN5CVC6INV48,446610,OH,2017
549300CEHN5CVC6INV48,458880,OH,2017
549300CEHN5CVC6INV48,1490555,OH,2017
549300CEHN5CVC6INV48,578748,OH,2017
549300CEHN5CVC6INV48,902795,OH,2017
549300CEHN5CVC6INV48,1566577,OH,2017
549300CEHN5CVC6INV48,549129,OH,2017
549300CEHN5CVC6INV48,1211994,OH,2017
549300CEHN5CVC6INV48,529952,OH,2017
549300CEHN5CVC6INV48,821936,OH,2017
549300CEHN5CVC6INV48,696074,OH,2017
549300CEHN5CVC6INV48,157508,OH,2017
549300CEHN5CVC6INV48,715006,OH,2017
549300CEHN5CVC6INV48,1025208,OH,2017
549300CEHN5CVC6INV48,434452,OH,2017
549300CEHN5CVC6INV48,1121119,OH,2017
549300CEHN5CVC6INV48,928611,OH,2017
549300CEHN5CVC6INV48,650195,OH,2017
549300CEHN5CVC6INV48,800552,OH,2017
549300CEHN5CVC6INV48,1288792,OH,2017
549300CEHN5CVC6INV48,1931771,OH,2017
549300CEHN5CVC6INV48,872846,OH,2017
549300CEHN5CVC6INV48,424695,OH,2017
549300CEHN5CVC6INV48,337728,OH,2017
549300CEHN5CVC6INV48,495411,OH,2017
549300CEHN5CVC6INV48,1546472,OH,2017
549300CEHN5CVC6INV48,548967,OH,2017
549300CEHN5CVC6INV48,781047,OH,2017
549300CEHN5CVC6INV48,938669,OH,2017
549300CEHN5CVC6INV48,459738,OH,2017
549300CEHN5CVC6INV48,482545,OH,2017
549300CEHN5CVC6INV48,924440,OH,2017
549300CEHN5CVC6INV48,765460,OH,2017
549300CEHN5CVC6INV48,422487,OH,2017
549300CEHN5CVC6INV48,143723,OH,2017
549300CEHN5CVC6INV48,854396,OH,2017
549300CEHN5CVC6INV48,809540,OH,2017
549300CEHN5CVC6INV48,550841,OH,2017
549300CEHN5CVC6INV48,1980864,OH,2017
549300CEHN5CVC6INV48,1762378,OH,2017
549300CEHN5CVC6INV48,1881518,OH,2017
549300CEHN5CVC6INV48,252022,OH,2017
549300CEHN5CVC6INV48,1027004,OH,2017
549300CEHN5CVC6INV48,1909684,OH,2017
549300CEHN5CVC6INV48,1902194,OH,2017
549300CEHN5CVC6INV48,676836,OH,2017
549300CEHN5CVC6INV48,408758,OH,2017
549300CEHN5CVC6INV48,1268611,OH,2017
549300CEHN5CVC6INV48,778778,OH,2017
549300CEHN5CVC6INV48,1984755,OH,2017
549300CEHN5CVC6INV48,1706279,OH,2017
549300CEHN5CVC6INV48,1685096,OH,2017
549300CEHN5CVC6INV48,729389,OH,2017
549300CEHN5CVC6INV48,1252517,OH,2017
549300CEHN5CVC6INV48,944032,OH,2017
549300CEHN5CVC6INV48,258856,OH,2017
549300CEHN5CVC6INV48,1323887,OH,2017
549300CEHN5CVC6INV48,1917039,OH,2017
549300CEHN5CVC6INV48,1640021,OH,2017
549300CEHN5CVC6INV48,469668,OH,2017
549300CEHN5CVC6INV48,139335,OH,2017
549300CEHN5CVC6INV48,1579004,OH,2017
549300CEHN5CVC6INV48,283213,OH,2017
549300CEHN5CVC6INV48,1342394,OH,2017
549300CEHN5CVC6INV48,264426,OH,2017
549300CEHN5CVC6INV48,1097172,OH,2017
549300CEHN5CVC6INV48,547470,OH,2017
549300CEHN5CVC6INV48,369745,OH,2017
549300CEHN5CVC6INV48,1700731,OH,2017
549300CEHN5CVC6INV48,373203,OH,2017
549300CEHN5CVC6INV48,1214851,OH,2017
549300CEHN5CVC6INV48,514482,OH,2017
549300CEHN5CVC6INV48,848917,OH,2017
549300CEHN5CVC6INV48,1285058,OH,2017
549300CEHN5CVC6INV48,1459411,OH,2017
549300CEHN5CVC6INV48,1852734,OH,2017
549300CEHN5CVC6INV48,1230933,OH,2017
549300CEHN5CVC6INV48,1480154,OH,2017
549300CEHN5CVC6INV48,718411,OH,2017
549300CEHN5CVC6INV48,1822167,OH,2017
549300CEHN5CVC6INV48,109724,OH,2017
549300CEHN5CVC6INV48,871068,OH,2017
549300CEHN5CVC6INV48,909746,OH,2017
549300CEHN5CVC6INV48,1870413,OH,2017
549300CEHN5CVC6INV48,651767,OH,2017
549300CEHN5CVC6INV48,1435745,OH,2017
549300CEHN5CVC6INV48,1815526,OH,2017
549300CEHN5CVC6INV48,810122,OH,2017
549300CEHN5CVC6INV48,1880789,OH,2017
549300CEHN5CVC6INV48,1092048,OH,2017
549300CEHN5CVC6INV48,1966846,OH,2017
549300CEHN5CVC6INV48,1167067,OH,2017
549300CEHN5CVC6INV48,114672,OH,2017
549300CEHN5CVC6INV48,978234,OH,2017
549300CEHN5CVC6INV48,195868,OH,2017
549300CEHN5CVC6INV48,841539,OH,2017
549300CEHN5CVC6INV48,767194,OH,2017
549300CEHN5CVC6INV48,1362513,OH,2017
549300CEHN5CVC6INV48,555786,OH,2017
549300CEHN5CVC6INV48,173929,OH,2017
549300CEHN5CVC6INV48,943052,OH,2017
549300CEHN5CVC6INV48,314797,OH,2017
549300CEHN5CVC6INV48,1458713,OH,2017
549300CEHN5CVC6INV48,1517766,OH,2017
549300CEHN5CVC6INV48,230061,OH,2017
549300CEHN5CVC6INV48,1688216,OH,2017
549300CEHN5CVC6INV48,900729,OH,2017
549300CEHN5CVC6INV48,1285544,OH,2017
549300CEHN5CVC6INV48,1684867,OH,2017
549300CEHN5CVC6INV48,1958769,OH,2017
549300CEHN5CVC6INV48,273511,OH,2017
549300CEHN5CVC6INV48,229492,OH,2017
549300CEHN5CVC6INV48,1252473,OH,2017
549300CEHN5CVC6INV48,706146,OH,2017
549300CEHN5CVC6INV48,720092,OH,2017
549300CEHN5CVC6INV48,489520,OH,2017
549300CEHN5CVC6INV48,1200856,OH,2017
549300CEHN5CVC6INV48,529805,OH,2017
549300CEHN5CVC6INV48,446775,OH,2017
549300CEHN5CVC6INV48,1084068,OH,2017
549300CEHN5CVC6INV48,1708292,OH,2017
549300CEHN5CVC6INV48,1473164,OH,2017
549300CEHN5CVC6INV48,430033,OH,2017
549300CEHN5CVC6INV48,323575,OH,2017
549300CEHN5CVC6INV48,1236158,OH,2017
549300CEHN5CVC6INV48,500950,OH,2017
549300CEHN5CVC6INV48,321337,OH,2017
549300CEHN5CVC6INV48,1439156,OH,2017
549300CEHN5CVC6INV48,1434625,OH,2017
549300CEHN5CVC6INV48,126981,OH,2017
549300CEHN5CVC6INV48,962905,OH,2017
549300CEHN5CVC6INV48,1718327,OH,2017
549300CEHN5CVC6INV48,328763,OH,2017
549300CEHN5CVC6INV48,690877,OH,2017
549300CEHN5CVC6INV48,381505,OH,2017
549300CEHN5CVC6INV48,121875,OH,2017
549300CEHN5CVC6INV48,923093,OH,2017
549300CEHN5CVC6INV48,758039,OH,2017
549300CEHN5CVC6INV48,1749587,OH,2017
549300CEHN5CVC6INV48,825846,OH,2017
549300CEHN5CVC6INV48,1573014,OH,2017
549300CEHN5CVC6INV48,751271,OH,2017
549300CEHN5CVC6INV48,1478921,OH,2017
549300CEHN5CVC6INV48,709265,OH,2017
549300CEHN5CVC6INV48,1441577,OH,2017
549300CEHN5CVC6INV48,1974614,OH,2017
549300CEHN5CVC6INV48,1906208,OH,2017
549300CEHN5CVC6INV48,1542643,OH,2017
549300CEHN5CVC6INV48,879640,OH,2017
549300CEHN5CVC6INV48,105028,OH,2017
549300CEHN5CVC6INV48,1561969,OH,2017
549300CEHN5CVC6INV48,1795605,OH,2017
549300CEHN5CVC6INV48,1188496,OH,2017
549300CEHN5CVC6INV48,480163,OH,2017
549300CEHN5CVC6INV48,321310,OH,2017
549300CEHN5CVC6INV48,941514,OH,2017
549300CEHN5CVC6INV48,1091809,OH,2017
549300CEHN5CVC6INV48,908468,OH,2017
549300CEHN5CVC6INV48,1640900,OH,2017
549300CEHN5CVC6INV48,1711076,OH,2017
549300CEHN5CVC6INV48,1659504,OH,2017
549300CEHN5CVC6INV48,1230608,OH,2017
549300CEHN5CVC6INV48,1576527,OH,2017
549300CEHN5CVC6INV48,1755434,OH,2017
549300CEHN5CVC6INV48,1382285,OH,2017
549300CEHN5CVC6INV48,1412104,OH,2017
549300CEHN5CVC6INV48,1129086,OH,2017
549300CEHN5CVC6INV48,622075,OH,2017
549300CEHN5CVC6INV48,1752267,OH,2017
549300CEHN5CVC6INV48,689887,OH,2017
549300CEHN5CVC6INV48,464447,OH,2017
549300CEHN5CVC6INV48,300596,OH,2017
549300CEHN5CVC6INV48,413798,OH,2017
549300CEHN5CVC6INV48,162729,OH,2017
549300CEHN5CVC6INV48,1463388,OH,2017
549300CEHN5CVC6INV48,1390843,OH,2017
549300CEHN5CVC6INV48,1954063,OH,2017
549300CEHN5CVC6INV48,801859,OH,2017
549300CEHN5CVC6INV48,593907,OH,2017
549300CEHN5CVC6INV48,978412,OH,2017
549300CEHN5CVC6INV48,1104818,OH,2017
549300CEHN5CVC6INV48,136209,OH,2017
549300CEHN5CVC6INV48,1287658,OH,2017
549300CEHN5CVC6INV48,946050,OH,2017
549300CEHN5CVC6INV48,1227649,OH,2017
549300CEHN5CVC6INV48,413259,OH,2017
549300CEHN5CVC6INV48,1744163,OH,2017
549300CEHN5CVC6INV48,304004,OH,2017
549300CEHN5CVC6INV48,1906138,OH,2017
549300CEHN5CVC6INV48,677409,OH,2017
549300CEHN5CVC6INV48,1163281,OH,2017
549300CEHN5CVC6INV48,811808,OH,2017
549300CEHN5CVC6INV48,842183,OH,2017
549300CEHN5CVC6INV48,1669816,OH,2017
549300CEHN5CVC6INV48,1173850,OH,2017
549300CEHN5CVC6INV48,182212,OH,2017
549300CEHN5CVC6INV48,655363,OH,2017
